kwas, kwasek	acid	Gsg: -u<br />kwas/kwasek cytrynowy - citric acid<br />kwas siarkowy - sulphuric acid<br />kwas tłuszczowy - fatty acid
kołysanka	lullaby	
pośrednictwo	agency; mediation	za pośrednictwem (+ genitive) - by/through the agency of...<br />pośrednictwo handlowe - intermediate trade<br />biuro pośrednictwa pracy - job centre, employment agency<br />prosić kogoś o pośrednictwo - to ask somebody for mediation<br />za pośrednictwem telewizji - by means of TV
piekarz	baker	
Fin, Finka	Finn (person from Finland)	Npl of Fin: Finowie
awionetka	light aircraft	
Kolumbia	Colombia	Gsg: -ii
wiewiórka	squirrel	
żegluga	shipping, sailing, seafaring, navigation	
słownictwo	vocabulary	
gangster	gangster	Npl: gangsterzy
ospa	pox	ospa wietrzna - chickenpox<br>
lampart	leopard	
rekord	record (as in world record)	Gsg: -u<br>rekord światowy - world record
pamiętnik	diary, memorials	Gsg: -a
wyższość	superiority	z wyższością - with superiority, condescendingly
gmach	building (large and fancy)	Gsg: -u
kiermasz	bazaar, fair	Gsg: -u
wspinacz, wspinaczka	climber, mountaineer	
układ	arrangement; configuration; system; layout; agreement	Gsg: -u<br />Układ Słoneczny - the Solar System<br />układ nerwowy - the nervous system<br />układ pokarmowy - the alimentary system<br />układ scalony - chip/integrated circuit<br />układ sił - balance of power<br />zbiorowy układ pracy - collective bargaining agreement
menedżer/menadżer, menedżerka/menadżerka	manager, supervisor	
szympans	chimpanzee	
niedźwiedź polarny	polar bear	
przyjaźń (f)	friendship	
parter	ground floor	Gsg: -u<br>na parterze - on the ground floor
Stany Zjednoczone	United States	w Stanach Zjednoczonych - In the United States
piłka nożna	football	grać w piłkę nożną - to play football
pożądanie	lust, desire, craving	
szalet	public toilet; chalet	Gsg: -u
wychowawca, wychowawczyni	educator, tutor, carer, counselor	e.g. class tutor/form teacher in school or nursery school teacher
powstanie	uprising, rebellion, insurrection; rise, beginning, origin	
Duch Święty	the Holy Spirit	w imię Ojca i Syna i Ducha Świętego - in the name of the Father, and of the Son, and of the Holy Spirit
zabezpieczenie	protection, security	
rówieśnik, rówieśniczka	a person of similar age	
apartament	apartment, suite (hotel)	Gsg: -u
sierociniec	orphanage	Gsg: sierocińca
kolarstwo	cycling (competitive)	
baron, baronowa	baron, baroness	baronowa declined as an adjective
tuba	tuba (mus.); tube	
wkładka	insert; insole	
przelot	flight, passage (birds)	Gsg: -u<br />przelotem - in passing
korzeń	root (plant)	Gsg: korzenia
kort	court (as in tennis court)	Gsg: -u
wzniesienie	hill, elevation	
filiżanka	cup, cupful	
organizacja	organization	
zakręt	turn, turning, bend, corner	Gsg: -u<br />za zakrętem - round the corner<br />na zakręcie - on a bend<br />ostry zakręt - sharp curve<br />zakręt w lewo/prawo - left/right turn<br />brać zakręt - to take a turn
aspekt dokonany	perfective aspect (grammar)	
sąsiad, sąsiadka	neighbour	Npl of sąsiad: sąsiedzi
obciążenie	load, burden	bez obciążenia - unloaded
zagadka	riddle, enigma, mystery, puzzle	
Japonia	Japan	Gsg: -ii
czaszka	skull	
brud	dirt, filth	Gsg: -u
mnich, zakonnik	monk, friar	Npl: mnisi, zakonnicy
ferie	holidays (from school/university)	plural, Gpl: ferii<br />ferie zimowe - winter holidays/break<br />ferie wiosenne - spring holidays/break
suka	bitch	
sensacja	sensation	
garnizon	garrison	Gsg: -u
doktryna	doctrine	
konkubina	cohabiting partner, common-law wife	
podkoszulek	undervest, undershirt	Gsg: podkoszulka
niedosyt	want, lack, insufficiency	Gsg: -u
fantastyka	the fantastic (collect.)	fantastyka naukowa - science fiction
złotówka	zloty; one-zloty coin	Masz złotówkę? - Do you have a zloty?
naukowiec	scientist, scholar	Gsg: naukowca
meduza	jellyfish	
pinceta	tweezers	
zarzut	reproach, objection; allegation, accusation	Gsg: -u
herbatnik	biscuit	Gsg: -a
odkurzacz	vacuum cleaner	Gsg: -a
Oceania	Oceania	Gsg: -ii
nowość	novelty, newness, new (e.g. product)	
fason	manner, style, fashion; cut	Gsg: -u<br />stracić fason - to lose shape
płot	fence	"Gsg: -u<br>Usually about simpler types of fences like pale fences. See also ""ogrodzenie"""
zastrzeżenie	reservation, provision, stipulation	mieć zastrzeżenia co do (+ genitive) - to have reservations about...<br />bez zastrzeżeń - without reservations<br />z zastrzeżeniem zmian - subject to alteration
druk	print, printing; type; form	Gsg: -u<br />ukazać się w druku - to appear in print, to be published<br />błąd w druku - misprint<br />druki - printed matter
makijaż	make-up	Gsg: -u
tura	round; group, party	
regał	bookshelf	Gsg: -u
rewelacja	revelation	
szalik	scarf	"Gsg: -a<br />a warm scarf for winter. See ""szal"" for decorative women's scarf/shawl"
egzema	eczema	
kibic	fan, supporter, follower (sports)	Npl: kibice
wydawanie	publishing; expenditure; emission	
zysk	profit, gain; benefit	Gsg: -u<br>przynosić zysk - to yield a profit<br>sprzedawać z zyskiem - to sell at a profit<br>spadek zysków - fall in profits
Bułgaria	Bulgaria	Gsg: -ii
wytrzymałość	stamina, endurance; resistance; durability	
transmisja	broadcast, transmission	
twórca	creator, originator	
naczelnik	chief, head, superior	naczelnik poczty - postmaster<br />naczelnik więzienia - governor (of prison)<br />naczelnik powstania - commander<br />naczelnik plemienia - chief (of tribe)
źrenica	pupil (of eye)	
starosta	district governor; foreman	"Npl: starostowie<br>governor of Polish ""powiat"""
skuter	scooter	Gsg: -a
ojciec chrzestny	godfather	
siódemka	seven, group of seven (septet), number seven (e.g. bus) (n)	
zawór	valve, tap	Gsg: zaworu
ratusz	town hall, city hall	Gsg: -a
klatka	cage; frame (film); chest (anat.)	klatka piersiowa - chest<br />klatka schodowa - staircase, stairwell
łagier	prison camp, labour camp	Gsg: łagru, Npl: łagry
witamina	vitamin	
burak	beetroot	Gsg: -a
poczekalnia	waiting room	Gsg: -i
maska	mask; bonnet, hood	maska (przeciw)gazowa - gas mask<br>maska silnika - bonnet<br>maska pośmiertna - death mask<br>pod maską (+ genitive) - under the guise of...
konduktor, konduktorka	conductor, ticket inspector	Npl of konduktor: konduktorzy
dno	bottom, floor (e.g. of cave), sea bed	Gsg: dna, Isg: dnem, Lsg: dnie&nbsp;&nbsp;Gpl: den, Dpl: dnom, Ipl: dnami<br>do dna! - bottoms up!<br>drugie dno - hidden meaning<br>pójść na dno - to go down<br>wypić do dna - to drink up
urzędas	pen-pusher, bureaucrat (pej.)	Npl: urzędasy
sygnalizacja świetlna	traffic lights	
aplikacja	application; probation, apprenticeship, training	
dowóz	delivery, supply, transportation	Gsg: dowozu
płód	foetus	Gsg: płodu<br />płody - fruit, brainchild<br />płody rolne - farm produce<br />płody chorobliwej wyobraźni - product of a sick imagination<br />płody ziemi - gifts of the earth
obrzęk, opuchlizna	swelling	Gsg: obrzęku, opuchlizna sg only
Argentyna	Argentina	
ląd	land	Gsg: -u<br />ląd stały/suchy - mainland<br />schodzić na ląd - to go ashore (movement)<br />wiatr od lądu - weather offshore<br />na lądzie - ashore (no movement)
czerwień (f)	red, redness (n)	GDLVsg: czerwieni, Gpl: czerwieni
kryminał	crime novel	Gsg: -u
objazd	detour, diversion	Gsg: -u, Lsg: objeździe<br />ruszyć w objazd - to go on a tour
kieszeń (f)	pocket	GDLsg: kieszeń, NApl: kieszenie, Gpl: kieszeni
metr sześcienny	cubic metre	
nozdrze	nostril	Gpl: nozdrzy
zoo	zoo	indeclinable
inauguracja	inauguration	
odpowiedzialność	responsibility, liability	
czerń (f)	black (n)	w czerni - in black
kolczyk	earring	Gsg: -a<br />kolczyk w nosie - nose ring
zmywarka	dishwasher	
korporacja	corporation	
siedziba	seat, abode	
lizak	lollipop	Gsg: -a
gulasz	goulash	Gsg: -u
kotłownia	boiler room, furnace room	Gsg: -i
jedynka	one, number one (e.g. bus) (n)	
Monako	Monaco	
surowiec	raw material	Gsg: surowca<br />surowce wtórne - recyclable materials
rękojmia	warranty, guarantee, pledge	Gsg: -i
przegrana	loss; defeat	
loteria	lottery	Gsg: -ii
Jowisz	Jupiter	Gsg: -a
choroba	illness, disease	choroba morska - seasickness<br />choroba popromienna - radiation sickness<br />choroba serca - heart disease<br />choroba umysłowa - mental illness<br />choroba zakaźna - infectious illness, contagious disease<br />z powodu choroby - due to illness
Bułgar, Bułgarka	Bulgarian (person)	Npl of Bułgar: Bułgarzy
cukierek	sweet (candy)	Gsg: cukierka
zguba	loss; lost property; undoing, destruction	
ekstaza	ecstasy	
kurzajka	wart	
szwagier	brother-in-law	Gsg: szwagra, Npl: szwagrowie<br>husband of sister or brother of wife/husband<br>also husband of sister-in-law
oparzenie, poparzenie	burn, scald	oparzenie słoneczne - sunburn
drukarnia	printery, printing house	Gsg: -i
majtki	panties, briefs	plural, Gpl: majtek
wytłumaczenie	excuse, explanation	
konspiracja	conspiracy; (the) underground	
chili (n)	chilli, chili	singular only, indeclinable
gromada	group, bunch; class (biology)	Ptaki to gromada kręgowców - Birds are a class of vertebrates
czucie	feeling	
kończyna	limb	
rewers	reverse (e.g. on coin or medal), back; (borrowing) slip	Gsg: -u<br>na rewersie - on the reverse side
Litwin, Litwinka	Lithuanian (person)	Npl of Litwin: Litwini
siatkówka	volleyball; retina (anat.)	
drążek	lever, stick, bar	Gsg: drążka
dostojnik	dignitary	Npl: dostojnicy
ogrodnik	gardener	Npl: ogrodnicy
odruch	reflex; reaction, impulse	odruch warunkowy/bezwarunkowy - conditioned/unconditioned reflex<br>odruch wymiotny - retching reflex<br>odruch ssania - sucking reflex
strój	dress, attire, apparel; tune, key (music)	Gsg: stroju<br>strój ludowy - national dress/costume<br>strój wieczorowy - evening dress, evening wear<br>strój żałobny - mourning clothes<br>strój kąpielowy - swimsuit
biernik	accusative (grammar)	Gsg: -a
park narodowy	national park	
reżim	regime	Gsg: -u
zgodność	conformity, harmony, unanimity	
puma	puma	
sufiks, przyrostek	suffix (grammar)	Gsg: -u, przyrostka
kryzys	crisis	Gsg: -u
aspekt	aspect, angle, facet	Gsg: -u
pożyczka	loan (n)	udzielać komuś pożyczki - to give somebody a loan
uzdrowisko	spa, health resort	
paranoja	paranoia	
przełom	breakthrough, turning point (e.g. of century)	Gsg: -u<br />przełom wieku - turn of the century
posiadacz, posiadaczka	owner, holder, bearer	posiadacz akcji - equity holder<br>posiadacz czeku - bearer of a cheque
zastrzyk	injection, shot	Gsg: -u<br />zrobić komuś zastrzyk - to give somebody an injection
programista, programistka	programmer	Npl of programista: programiści
szatyn, szatynka	person with dark/brown/auburn hair	
obraza	insult, offence	
widoczność	visibility	
palec środkowy	middle finger	
marzyciel, marzycielka	dreamer	Npl of marzyciel: marzyciele
gust	taste (e.g. in style)	"Gsg: -u<br />for taste related to food see ""smak""<br />sprawa gustu - a matter of taste<br />w złym guście - in bad taste<br />nie w moim guście - not to my taste<br />na mój gust - to my taste"
śruba	screw, bolt; propeller	
złość	anger, fury	ze złością - angrily<br>w złości - in anger<br>na złość - out of spite<br>na złość komuś (dative) - to spite somebody<br>jak na złość - to make matters worse
wiec	mass-meeting, rally	GLVsg: wiecu
konkurent, konkurentka	competitor	
serial	series	Gsg: -u<br>serial telewizyjny - TV-series
lokata	deposit (in bank); investment (of capital); place (sports)	
znamię	characteristic, hallmark; birth-mark, mole	Npl: znamiona
jaszczurka	lizard	
nosze	stretcher	plural, Gpl: noszy
hałas	noise, fuss, racket	Gsg: -u<br />narobić hałasu - to make a fuss
Jamajka	Jamaica	
rozrusznik	starter (cars); pacemaker	Gsg: -a
lew, lwica	lion, lioness	Gsg of lew: lwa, Npl: lwy
odwaga	courage	
kark	nape (of the neck)	Gsg: -u
megafon	megaphone	Gsg: -u
Indonezja	Indonesia	
Holender, Holenderka	Dutchman, Dutchwoman	Npl of Holender: Holendrzy
piknik	picnic	Gsg: -u
głupek	dummy, fool (colloq.)	Gsg: głupka, Npl: głupkowie
bilet powrotny	return ticket	
upominek	gift, souvenir, present	Gsg: upominku
kocioł	cauldron	Gsg: kotła, Npl: kotły
protokół	protocol; report, minutes	Gsg: protokołu<br />protokół dyplomatyczny - diplomatic protocol<br />protokół zeznań świadków - testimony, record<br />protokół powypadkowy - accident report<br />protokół szkód - damage report<br />sporządzić protokół - to make a report<br />protokół z zebrania - meeting minutes
zleceniodawca	person ordering, customer	
karnawał	carnival	Gsg: -u
oponent	opponent	
laik	lay person	Npl: laicy
dopłata	extra charge, surcharge, additional payment	
jajecznica	scrambled eggs	GDLsg: jajecznicy, Gpl: jajecznic
przebieg	course, process, route	Gsg: -u
spółgłoska	consonant (grammar)	
krąg	circle; range	Gsg: kręgu, Npl: kręgi, Gpl: kręgów<br>krąg światła - circle of light<br>krąg znajomych - circle of friends<br>w krąg - (all) around<br>w kręgu znajomych - among friends<br>krąg zainteresowań - range of interests
dynia	pumpkin	Gsg: -i
dotyk	touch, feel; sense of touch	Gsg: -u
zwrot	bend; reimbursement, refund; expression, phrase	Gsg: -u<br>zwrot frazeologiczny - set phrase
krok	step, pace, stride	Gsg: -u<br />stawiać kroki - to take steps<br />krok za krokiem - step by step<br />co krok, na każdym kroku - at every turn<br />szybkim krokiem - at a quick pace<br />dotrzymywać komuś kroku - to keep up with somebody
pożytek	benefit, advantage	Gsg: pożytku<br />z pożytkiem dla (+ genitive) - to somebody's benefit<br />mieć pożytek z (+ genitive) - to derive benefit from...
głąb	stalk, stump (of cabbage etc); idiot	Gsg: głąba
ssak	mammal	
wabik	decoy, hook, enticement	Gsg: -a
dostatek	wealth; plenty	Gsg: dostatku<br />żyć w dostatku - to be well-off<br />mieć czegoś pod dostatkiem - to have plenty of something
faszyzm	fascism	Gsg: -u
zapis	record, recording; notation; bequest	Gsg: -u
rzemiosło	craftsmanship, trade	rzemiosło artystyczne - handicraft, arts and crafts
czeladnik	apprentice	Npl: czeladnicy
orbita	orbit; eye-socket	
zasłona	curtain, veil, screen, barrier	Non-transparent curtain to cover something
chrzest	baptism, christening	Gsg: chrztu, Lsg: chrzcie, Npl: chrzty
przejęcie	taking over, seizure; excitement	przejęcie władzy - seizure of power
uszczerbek	detriment, damage, injury	Gsg: uszczerbku<br />z uszczerbkiem dla zdrowia - to the detriment of one's health<br />bez uszczerbku dla zdrowia - without detriment to one's health<br />doznać uszczerbku - to suffer damage<br />nie przynosić uszczerbku - to bring no harm
Kijów	Kiev	Gsg: Kijowa<br>adj: kijowski
budowla	structure, edifice, building	Gpl: budowli
mistyka	mysticism	
przestępstwo	crime, criminal offence	
łucznik, łuczniczka	archer	Npl of łucznik: łucznicy
spirala	spiral, helix	
licencja	licence (n)	
przewidywanie	prediction, foresight, anticipation	
zerówka	reception class	
waza	tureen; vase	
niedogodność	inconvenience	
maź (f)	sludge, grease, gunk	
operacja	operation (medical)	
elektronika	electronics	
zaimek	pronoun (grammar)	Gsg: zaimka
pysk, ryj	snout, mug, muzzle (of animal)	Gsg: -a, -a<br />colloquially also used about a human's face
zboczeniec	pervert, deviant (n)	
zależność	dependence	zależność od czegoś (genitive) - dependence on/upon something
fotografia	photography; photograph	Gsg: -ii
foka	seal	
wachlarz	fan (for hand); range, gamut	Gsg: -a
zbocze	slope	
brzoskwinia	peach	Gsg: -i
konkurs	competition, contest	Gsg: -u
ocean	ocean	Gsg: -u
emeryt, emerytka	pensioner (old age)	
marynarka wojenna	navy	
warstwa	layer, coat	
utrzymanie	maintenance, livelihood	
powiat	county, district (in Poland)	Gsg: -u<br />A Polish administrative district bigger than a gmina but smaller than a województwo
osprzęt	accessories, fittings	Gsg: -u, singular only
Słowianin, Słowianka	Slav (person)	Npl of Słowianin: Słowianie
wir	whirl, whirlpool, vortex, eddy	Gsg: -u
zakaz	ban, prohibition	Gsg: -u<br>zakaz wstępu - no entry<br>zakaz palenia - no smoking<br>zakaz postoju - no waiting
puzon	trombone	Gsg: -u
organizm	organism, system; the human body (in a biological sense)	Gsg: -u<br />Za dużo soli szkodzi organizmowi - Too much salt harms your body
termometr	thermometer	Gsg: -u
koparka	excavator, digger	
symulacja	simulation	
kompromis	compromise	Gsg: -u
pasy bezpieczeństwa	seatbelt	
wpadka	slip-up, blunder; bust; exposure; unwanted pregnancy	
Albania	Albania	Gsg: -ii
złota rączka	handyman	
fryzjer, fryzjerka	hairdresser	
tęsknota	longing, yearning	
pestka	stone, pit, seed, pip	To dla mnie pestka! - It's a piece of cake for me!
dramat	drama	Gsg: -u
Węgier, Węgierka	Hungarian (person)	Npl of Węgier: Węgrzy
car, caryca	tsar, tsarina	Npl of car: carowie
biegłość	proficiency; fluency (languages)	
uczynek	act, deed	Gsg: uczynku<br />dobry uczynek - good deed, act of kindness<br />złapać/przyłapać kogoś na gorącym uczynku - to catch somebody red-handed
północny zachód	northwest	
fundusz	fund	Gsg: -u
morderca, morderczyni	murderer	
chuj	prick, cock (vulgar)	
tarapaty	trouble	plural only, Gpl: tarapatów<br />wpaść w tarapaty - to get in trouble<br />być w tarapatach - to be in trouble
Arktyka	the Arctic	adj: arktyczny
wieprzowina	pork	
sezon	season	Gsg: -u
socjalizm	socialism	Gsg: -u
śmierć	death	śmierć głodowa - starvation<br />śmierć samobójcza - suicidal death<br />walczyć na śmierć i życie - to fight to the death<br />Zapomniałem na śmierć! - I clean forgot (colloq.)<br />wyrok śmierci - death sentence
los	lot, fortune, luck; (lottery) ticket	Gsg: -u<br />przeciwności losu - adversities<br />zmienne koleje losu - changing fortunes<br />pusty los - losing ticket<br />ciągnąć losy - to draw lots
wyprawa	expedition, trek	wyprawa badawcza - scientific expedition<br />wyprawa krzyżowa - crusade
soczewki kontaktowe	contact lenses	plural, Nsg: sozczewka kontaktowa
przedsiębiorstwo	enterprise, company	
sierżant	sergeant	
aura	aura; weather	Otaczała go aura smutku - He had an aura of sadness about him
szczebel	rung, level	Gsg: szczebla, Gpl: szczebli<br>piąć się po szczeblach kariery - to move up the ladder
koala	koala	
popyt, zapotrzebowanie	demand	Gsg of popyt: -u<br />popyt/zapotrzebowanie na (+ accusative) - demand for...
podpaska	sanitary towel	podpaska higieniczna - sanitary towel
Ryby	Pisces	plural<br>być pod znaku Ryb - to be a Pisces
ustawa	act, law, statute, bill	uchwalić ustawę - to pass/enact a bill
pasek	strap, stripe, belt	Gsg: paska
cierpliwość	patience	nie mieć cierpliwości do (+ genitive) - to have no patience with...<br />Już nie mam cierpliwości do tego auta - I don't have any patience with this car any more
szkliwo	enamel	
swoboda	freedom, liberty; ease	Gpl: swobód<br>swobody obywatelskie - civil liberties<br>swoboda działania - free hand<br>swoboda ruchów - liberty of movement
przemoc (f)	violence, force	
zebranie	meeting, conference, assembly	
meczet	mosque	Gsg: meczetu
wyścig	race	Gsg: -u
prezerwatywa, kondom	condom	Gsg of kondom: -u/-a
wiertarka	drill (tool)	drill bit = wiertło
zgorszenie	outrage, indignation; corruption	ze zgorszeniem - with indignation
przemyt	smuggling	Gsg: -u<br />towar z przemytu - contraband
czarownica, wiedźma	witch	
poganin, poganka	pagan (n)	Npl pf poganin: poganie
technik	technician, engineer	Npl: technicy<br />technik dentystyczny - dental technician
zjawa	phantom, apparition, spectre	
zwierzchnik, zwierzchniczka	superior (n)	
teren budowy	building site	
podgląd	view, preview, monitoring	Gsg: -u<br />podgląd wydruku - print preview
wyczucie	sense; tact	wyczucie rytmu - sense of rhythm<br>wyczucie językowe - feel for a language<br>wyczucie czasu - timing<br>robić coś na wyczucie - to do something by following one's nose<br>z wyczuciem - with tact, tactfully<br>bez wyczucia - tactlessly
stos	pile, stack; pyre	Gsg: -u
komiks	comic strip, comic book	Gsg: -u
pistolet	pistol	Gsg: -u
senator	senator	Npl: senatorzy/senatorowie
brąz	bronze; brown (n)	Gsg: -u<br>epoka brązu - the bronze age
Macedonia	Macedonia	Gsg: -ii
tkanina	fabric, cloth	
bzik	craze	Gsg: -a<br />mieć bzika na punkcie (+ genitive) - to be crazy about...<br />dostać bzika - to go nuts
szok	shock	Gsg: -u<br />w szoku - in shock, shocked<br />doznać szoku - to get a shock
zwyżka	rise (e.g. in prices) (n)	Especially in economy
Morze Martwe	the Dead sea	
topaz	topaz	Gsg: -u
wyrażenie	expression	wyrażenie zgody - agreement, consent<br />wyrażenie potoczne - colloquialism
ciągnik, traktor	tractor	Gsg: -a, -a
kuszenie, pokusa	temptation, enticement	
Ameryka Północna	North America	
cięgi	thrashing	dostać cięgi - to get a thrashing
współzawodnictwo	rivalry, competition	
pocisk	bullet, projectile	Gsg: -u
pingwin	penguin	
kieliszek	wineglass	Gsg: kieliszka
Ormianin, Ormianka	Armenian (person)	Npl of Ormianin: Ormianie
sprawność	ability; efficiency	sprawność fizyczna - fitness<br />sprawność umysłowa - mental ability
autokar	coach, tourist bus	Gsg: -u
mocz	urine	Gsg: -u<br />oddawać mocz - to urinate
wibracja	vibration	
paszcza	animal mouth; jaws (figuratively)	
pobór	recruitment, conscription; collection, levy; consumption (e.g. power); wages (~ory)	Gsg: poboru<br>pobory - wages, salary<br />pobór mocy - power consumption
rulon	roll (e.g. of paper)	Gsg: -u
ludzkość	humanity, mankind	
diabeł	devil	Gsg: diabła, Dsg: diabłu
kasyno	casino	
Jordania	Jordan	Gsg: -ii
grupa krwi	blood group	
nieśmiertelność	immortality	
wrogość	enmity, hostility, animosity	
szczelina	gap, slit, crevice, fissure	
szkolenie	training, instruction	
wstyd	shame, disgrace (n)	Gsg: -u<br />wstyd mi za (+ accusative) - I'm ashamed of...<br />Zrobiło mi się wstyd - I felt ashamed<br />(to) wstyd, że... - it's a shame/disgrace that<br />to żaden wstyd - it's nothing to be ashamed of<br />przynosić komuś wstyd - to bring shame on somebody
bękart	bastard	Npl: bękarty
folder	leaflet, brochure; folder (computer)	Gsg: -u
bezinteresowność	unselfishness, disinterestedness	
wentylator	ventilator, fan	Gsg: -a
klosz	(lamp) shade	Gsg: -a
grzech	sin	Gsg: -u<br>popełnić grzech - to sin<br>grzech pierworodny - original sin
Hindus, Hinduska	Indian (person from India)	Npl of Hindus: Hindusi
Walia	Wales	Gsg: -ii
zadowolenie	satisfaction, contentment	zadowolenie z pracy - job satisfaction<br />robić coś z zadowoleniem - to take pleasure in doing something
kąsek	bite, morsel	Gsg: kąska
giełda	exchange, stock exchange	giełda papierów wartościowych - stock exchange<br>giełda antyków - antique market<br>giełda samochodowa - (used) car mart
przekręt	scam (n)	Gsg: -u
Cerkiew (f)	the Orthodox Church	
detal	detail, article; retail	Gsg: -u<br />opisywać coś z detalami - to describe something in detail<br />cena w detalu - retail price
palma	palm (tree)	
przymierzalnia	fitting room	Gsg: -i
spowiedź (f)	confession (to a priest)	
sabotaż	sabotage (n)	Gsg: -u
pokrowiec	cover, case, casing	Gsg: pokrowca
malina	raspberry	
zdrajca	traitor	Npl: zdrajcy<br>zdracja ojczyzny - traitor to one's country
mech	moss	Gsg: mchu
dyktafon	dictaphone	Gsg: -u
wysyłka	shipping, forwarding, dispatch, consignment	
zgon	death, demise	Gsg: -u
Węgry	Hungary	plural, G: Węgier, D: Węgrom, I: Węgrami, L: Węgrzech<br />na Węgrzech - in Hungary
knajpa	dive, pub, restaurant, tavern, taproom	
niesmak	distaste	Gsg: -u
księżna	princess (wife of prince); duchess	
larwa	larva	
serek	cream cheese, cottage cheese	Gsg: serka<br />serek topiony - cheese spread
łajdak	scoundrel, rascal	Npl: łajdacy
łupież	dandruff	Gsg: -u
awiso	advise note	
drogowiec	road worker	Npl: drogowcy
tabela	table, chart, schedule	
mydło	soap	mydło w płynie - liquid soap
wieśniak, wieśniaczka	villager, peasant	
oprocentowanie	interest (economical)	
puls, tętno	pulse	Gsg of puls: -u
wyżywienie	food	"Also ""jedzenie"" and ""żywność"""
recepcja	reception, reception desk	
szczepienie	vaccination, inoculation; grafting	
piractwo	piracy	
wójt	commune head	Npl: wójtowie
Londyn	London	Gsg: -u<br />adj: londyński
wyróżnienie	honourable mention; reward, award; distinction	dyplom z wyróżnienien - diploma with distinction<br>skończyć uniwersytet z wyróżnieniem - to graduate with honours
struna	string, cord	e.g. string of a musical instrument, tennis racket etc<br />struny głosowe - vocal cords
dycha, dyszka	tenner (money)	
kasztan	chestnut (tree or nut)	Gsg: -a
wydajność	efficiency, productivity, yield	
Wisła	Vistula	
działo, armata	gun, cannon	
płetwonurek	(scuba) diver, frogman	Npl: płetwonurkowie
ustawodawstwo, prawodawstwo, legislacja	legislation	
przeszczep	transplant	Gsg: -u<br />przeszczep kostny/skórny bone/skin graft<br />Jego organizm odrzucił przeszczep - His body rejected the transplant
uczczenie	celebrating; celebration	
dusza	soul	
lord	lord	Npl: lordowie
kryminalista, kryminalistka	criminal (person)	
sklep jubilerski	jewellery store	
