kapcie	slippers	Nsg: kapeć (m), Gsg: kapcia, Gpl: kapci
kapral	corporal	
koral	coral; bead	Gsg: -a<br />korale - necklace
kowal	smith, blacksmith	
towar	goods, merchandise	Gsg: -u
topaz	topaz	Gsg: -u
opal	opal	Gsg: -u
opad	fall, drop; fallout	Gsg: -u
owad	insect	"""owad"" is the general word for insect<br />""insekt"" is often used about some annoying insects that bite, e.g. mosquitoes "
osad	deposit, sediment, residue	Gsg: -u
osa	wasp	
ospa	pox	ospa wietrzna - chickenpox<br>
zaspa	snowdrift	
zasób	stock, store	Gsg: zasobu<br />zasób słów - idiolect, language<br />zasób wiadomości - learning
zasoby	resources	plural, Gpl: zasobów<br />zasoby naturalne - natural resources<br />zasoby pieniężne - financial resources
zakupy	shopping	plural of zakup<br />robić zakupy - to do the shopping
zaduma	reverie, meditation	być pogrążonym w głębokiej zadumie - to be deep in reverie<br>wyrwać kogoś z zadumy - to bring somebody out of his/her reverie
meduza	jellyfish	
bzdura	nonsense, rubble, bullshit	
sznur	line, cord, rope, string	Gsg: -a
sznurek	string, twine	Gsg: sznurka
szacunek	respect, honour, esteem; estimate, assessment	Gsg: szacunku<br />mieć szacunek dla (+ genitive) - to have high regard/great respect for...<br />brak szacunku - disrespectfulness<br />pełen szacunku - respectful<br />przez szacunek - out of respect
stosunek	relation; ratio, proportion; intercourse	Gsg: -u<br />mieć stosunki - to have connections<br />w stosunku do (+ genitive) - in relation to...<br />być w dobrych stosunkach z (+ instrumental) - to have a good relationship with
rysunek	drawing, figure, illustration; design, draft	Gsg: rysunku
rabunek	robbery, plunder, pillage	Gsg: rabunku
ratunek	rescue	Gsg: ratunku
gatunek	kind, type, sort, brand, species, genre; grade, quality	Gsg: gatunku<br />pierwszy/drugi gatunek - grade A/B<br />najwyższego gatunku - top quality
ładunek	cargo, load; charge	Gsg: ładunku
warunek	condition, term	Gsg: warunku<br />postawić warunek - to make a condition<br />pod warunkiem - on the condition that / provided that<br />warunki pogodowe - weather conditions
opatrunek	dressing, bandage	Gsg: opatrunku
wizerunek	image, picture, effigy	Gsg: wizerunku<br />wizerunek firmy - corporate image
kierunek	direction, trend, specialization (e.g. major at university)	Gsg: kierunku<br />w kierunku (+ genitive) - towards<br />w kierunku zachodnim - to the west<br />w przeciwnym kierunku - in the opposite direction
kieliszek	wineglass	Gsg: kieliszka
świętoszek	hypocrite, bigot, goody-goody, sanctimonious person	Npl of świętoszek: świętoszkowie
świętoszka	hypocrite, bigot, goody-goody, sanctimonious person	Npl of świętoszek: świętoszkowie
nowicjuszka	novice	
nowicjusz	novice	
Jowisz	Jupiter	Gsg: -a
klawisz	key (on a keyboard)	Gsg: -a
afisz	poster, bill, placard	Gsg: -a
awiso	advise note	
zjawisko	phenomenon	Gsg of fenomen: -u
znalezisko	find, discovery	
przezwisko	nickname	Gsg of przydomek: przydomku/przydomka<br>przydomek = nickname given characteristic of a person<br />przezwisko = mean or humourous nickname
rzemiosło	craftsmanship, trade	rzemiosło artystyczne - handicraft, arts and crafts
przemysł	industry	Gsg: -u<br />przemysł ciężki - heavy industry<br />przemysł górniczy - mining<br />przemysł samochodowy - automotive industry<br />przemysł spożywczy - food industry
przemyt	smuggling	Gsg: -u<br />towar z przemytu - contraband
pryzmat	prism	Gsg: -u
prymas	primate (rel.)	Npl: prymasi
przymus	compulsion, duress	Gsg: -u<br />z przymusu - of necessity
przybysz	newcomer, comer, new arrival	Npl: przybysze<br />przybysz z kosmosu - extraterrestrial being<br />przybysz z daleka - guest from afar
przebłysk	flash, glimmer, ray	Gsg: -u<br />przebłysk nadziei - a glimmer of hope<br />przebłysk geniuszu - a stroke of genius
przepływ	flow	Gsg: -u
przypływ	tide; inflow	Gsg: -u
przygłup	moron, butthead	
przysługa	favour, good turn, service	wyświadczać komuś przysługę - to do somebody a favour<br />zła przysługa - disservice
przysłówek	adverb (grammar)	Gsg: przysłówka
cudzysłów	quotation mark(s)	Gsg: cudzysłowu, Npl: cudzysłowy<br />w cudzysłowie - in quotation marks
część mówy	part of speech (grammar)	
początkujący	beginning (adj); beginner (n)	
palec wskazujący	index finger	
palec serdeczny	ring finger	
palec środkowy	middle finger	
park narodowy	national park	
teren budowy	building site	
gazeta brukowa	tabloid	Gsg of brukowiec: brukowca
maszt flagowy	flagpole	
list polecony	registered letter	
bilet powrotny	return ticket	
biuro podróży	travel agency	
anioł stróż	guardian angel	
apostrof	apostrophe	
pstrąg	trout	
patrol	patrol, squad	patrol wywiadowczy - reconnaissance patrol, scout
patriot	patriot	Npl: patrioci
patriotka	patriot	Npl: patrioci
pamiątka	souvenir, keepsake	
piątka	five, group of five (quintet), number five (e.g. bus) (n)	
pieczątka	seal, stamp	
pieczarka	champignon (mushroom)	
wieczerza	supper, evening meal	wieczerza wigilijna - Christmas Eve dinner<br>Ostatnia Wieczerza - the Last Supper
wichura	gale (strong wind)	
wiocha	outback, village (pej.)	
wioska	village, hamlet	
troska	care, concern, worry	wolny od trosk - carefree<br>wyrazić troskę o (+ accusative) - to express concern about...<br>z troską - with care<br>w trosce o (+ accusative) - out of concern for...<br>wymagać troski - to require care<br>troska o bezpieczeństwa - concern for safety
trutka	poison	trutka na szczur - rat poison
śrubka	screw (n)	"Gsg of wkręt: wkręta<br />See also ""śruba"""
śruba	screw, bolt; propeller	
trąba	trunk (elephant); trumpet, horn; tornado, whirlwind	
tryb	mode; course; way	Gsg: -u
typ	type, model; fellow, guy	Gsg: -u
Cypr	Cyprus	Gsg: -u<br>adj: cypryjski
Ryby	Pisces	plural<br>być pod znaku Ryb - to be a Pisces
lobby	lobby	
lombard	pawnshop	Gsg: -u
lampart	leopard	
wampir	vampire	
tampon	tampon	Gsg: -u
tempo	tempo, pace	tempo pracy wzrosło - the pace of work is faster<br>w zwolnionym tempie - in slow motion
stempel	stamp, punch	Gsg: stempla
kumpel	mate, pal (colloq.)	Gsg: kumpla
kompot	compote, stewed fruit	Gsg: -u
kompromis	compromise	Gsg: -u
kompromitacja	disgrace, embarrassment	kompromitacja (+ genitive) - disgrace/embarrassment...<br>z obawy przed kompromitacją - for fear of compromising oneself
komplikacja	complication	Nastąpiły u niej komplikacje - She developed complications
aplikacja	application; probation, apprenticeship, training	
kanalizacja	sewerage, drainage	
utylizacja	recycling	Gsg: recyklingu
realizacja	realization	
specjalizacja	specialization	
prywatyzacja	privatization	
rywalizacja	rivalry	
cywilizacja	civilization	
mobilizacja	mobilization; eagerness	
modernizacja	modernization	
organizacja	organization	
organizator	organizer	
organizm	organism, system; the human body (in a biological sense)	Gsg: -u<br />Za dużo soli szkodzi organizmowi - Too much salt harms your body
socjalizm	socialism	Gsg: -u
socjologia	sociology	Gsg: -ii
archeologia	archaeology	Gsg: -ii
ideologia	ideology	Gsg: -ii
filologia	philology	Gsg: -ii
filharmonia	concert hall	Gsg: -ii
harmonia	harmony, concord; melodeon (type of accordion)	Gsg: -ii
Armenia	Armenia	Lsg: -ii
Argentyna	Argentina	
Argentynka	Argentinian (person)	Npl of Argentyńczyk: Argentyńczycy
Argentyńczyk	Argentinian (person)	Npl of Argentyńczyk: Argentyńczycy
Brytyjczyk	Briton (person from Britain)	Npl of Brytyjczyk: Brytyjczycy
Brazylijczyk	Brazilian (person)	Npl of Brazylijczyk: Brazylijczycy
Brazylijka	Brazilian (person)	Npl of Brazylijczyk: Brazylijczycy
Brazylia	Brazil	Gsg: -ii
bazylika	basilica	
Pacyfik	the Pacific (Ocean)	
zabytek	historic building, monument, relic	Gsg: zabytku<br />zabytek architektoniczny - monument of architecture<br />ochrona zabytków - (heritage) conservation<br />zabytki przyrody - natural monuments
zakątek	corner, nook	Gsg: zakątka<br />malowniczy zakątek - beauty spot, picturesque corner<br />w najdalszych zakątkach świata - in the most remote corners of the world<br />każdy zakątek - every nook and cranny
majątek	property, assets; estate; fortune	Gsg: majątku
wyjątek	exception	Gsg: wyjątku<br />chlubny wyjątek - notable exception<br />z wyjątkiem (+ genitive) - with the exception of...
wrzątek	boiling water	Gsg: wrzątku
wątek	thread; woof, weft; plot	Gsg: wątku<br>zgubić wątek - to lose the plot (when watching a movie)<br>stracić wątek - to lose one's train of thought
wózek	pram (perambulator), baby carriage; wheelchair	Gsg: wózka<br>wózek dziecięcy - pram<br />wózek inwalidzki - wheelchair
węzeł	knot, loop, node	Gsg: węzła<br />knot as in a tied knot and as in speed unit
orzeł	eagle; genius, wiz	Gsg: orła, Lsg: orle, I: orłem Npl: orły<br />orzeł czy reszka? - heads or tails?<br />On nie jest orłem - He's not a genius
pogrzeb	funeral, burial	Gsg: -u<br />wziąć udział w pogrzebie - to attend a funeral<br />Pogrzeb odbędzie się dwudziestego trzeciego maja - The funeral will take place on May twenty-third
podbródek	chin	Gsg: podbródka
pośladek	buttock	Gsg: pośladka
placek	cake (flat)	Gsg: placka<br />potato pancakes - placki ziemniaczane
plecak	rucksack	Gsg: -a
mleczko	milk (dim.); cleanser	
meczet	mosque	Gsg: meczetu
keczup	ketchup	Gsg: -u
kciuk	thumb	Gsg: -a
chuj	prick, cock (vulgar)	
chęć	desire, wish, intention	z chęcią = with pleasure
chór	chorus; choir	Gsg: chóru<br />chórem - in chorus
tchórz	polecat; coward	
pęcherz	blister, bladder, bubble	Gsg: -a, -a
pęcherzyk	blister, bladder, bubble	Gsg: -a, -a
talerzyk	saucer, small plate	Gsg: -a
zastrzyk	injection, shot	Gsg: -u<br />zrobić komuś zastrzyk - to give somebody an injection
jastrząb	hawk	Gsg: jastrzębia, Gpl: jastrzębi
strzał	shot; gunshot	Gsg: -u<br />also in sports, e.g. football<br />celny strzał - hit<br />strzał w dziesiątkę - bull's eye
strzęp	scrap, shred	Gsg: -u, diminutive: strzępek<br />w strzępach - in rags, in tatters<br />rozrywać kogoś na strzępy - to tear somebody limb from limb
sprzęt	equipment, appliance	Gsg: -u
osprzęt	accessories, fittings	Gsg: -u, singular only
sprzęgło	clutch (in car)	Gpl: sprzęgieł<br />włączyć sprzęgło - to apply the clutch<br />wyłączyć sprzęgło - to declutch
skrzydło	wing; flank (in war)	skrzydła drzwi - door leaves<br />skrzydło domu - wing of a house<br />biec jak na skrzydłach - to run like the wind
skrzypce	violin	plural only, Gpl: skrzypiec<br />dwoje skrzypiec - two violins
szczypce	tongs, pincers, pliers	plural only, Gpl: szczypiec, Dpl: szczypcom
szczyt	top, summit, peak	Gsg: -u<br />godziny szczytu - rush hours<br />spotkanie na szczycie - summit
zaszczyt	honour, privilege	Gsg: -u
zeszyt	notebook, exercise book (school)	Gsg: -u
depozyt	deposit	Gsg: -u
deficyt	deficit; shortage, deficiency	Gsg: -u<br />deficyt (+ genitive) - shortage of...<br />deficyt budżetowy - budget deficit<br />
definicja	definition	
detonacja	detonation	
determinacja	determination	
dyskryminacja	discrimination	
weryfikacja	verification	
certyfikat	certificate	Gsg: -u
ceramika	pottery, ceramics	
bramka	goal (sports); gate	
bramkarz	goalkeeper	
grabarz	gravedigger	
gracz	player (sports, games)	"e.g. poker player, chess player etc. See ""piłkarz"" for ""football player"""
haracz	tribute (forced), exaction, extortion	Gsg: -a
palacz	smoker	palacz nałogowy - heavy smoker
palaczka	smoker	palacz nałogowy - heavy smoker
pijaczka	drunkard	
wspinaczka	climber, mountaineer	
spinacz	paperclip	Gsg: -a
wspinacz	climber, mountaineer	
wspinaczka	climbing	wspinaczka wysokogórska - mountaineering
śpiewaczka	singer (classical)	
świeczka	candle	
ucieczka	escape, breakout, getaway	ucieczka z miejsca wypadku - fleeing from the scene of an accident<br />
wycieczka	excursion, trip	wycieczka klasowa - class trip<br />jechać na wycieczkę - to go on a grip
łyżeczka	teaspoon	
nożyczki	scissors	plural Gpl: nożyczek<br>nożyczki do paznokci - nail scissors
pożyczka	loan (n)	udzielać komuś pożyczki - to give somebody a loan
porywaczka	kidnapper, hijacker	
porywacz	kidnapper, hijacker	
wykrywacz	detector	Gsg: -a<br>wykrywacz min - mine detector<br>wykrywacz kłamstw - lie detector, polygraph
włamywacz	burglar	
włamywaczka	burglar	
tłumaczka	interpreter, translator	
tłumacz	interpreter, translator	
tłuszcz	fat, grease	Gsg: -u
dreszcz	shiver, shudder, thrill	Gsg: -u<br />dreszcze - shivers<br />mieć dreszcze - to be shivering, to have the shivers<br />przyprawiać kogoś o dreszcze - to make somebody shiver
pryszcz	pimple, spot; pustule	Gsg: -a<br>To dla mnie pryszcz - It's a piece of cake for me
proboszcz	rector, parson	
przeszczep	transplant	Gsg: -u<br />przeszczep kostny/skórny bone/skin graft<br />Jego organizm odrzucił przeszczep - His body rejected the transplant
przyczepa	trailer	przyczepa kempingowa - caravan
pszczoła	bee	
paszcza	animal mouth; jaws (figuratively)	
jaszczurka	lizard	
zmarszczka	wrinkle, crease	
złota rączka	handyman	
ślepa uliczka	blind alley, dead end	
latarnia uliczna	street lamp	Gsg: -i
latarnia morska	lighthouse	Gsg: -i
marynarka wojenna	navy	
obrączka ślubna	wedding ring	"usually called simply ""obrączka"""
spółka akcyjna	joint-stock company	
piłka nożna	football	grać w piłkę nożną - to play football
piłka ręczna	handball	Gsg of szczypiorniak: -a<br />szczypiorniak = colloquial<br />mistrzostwa świata w piłce ręcznej - world championships in handball
opieka społeczna	social welfare	
system słoneczny	solar system	
komitet wykonawczy	executive committee	
Afrykanin/Afrykańczyk	African (person)	Npl of Afrykanin/Afrykańczyk: Afrykanie/Afrykańczycy
artykuły spożywcze	groceries	plural
sklep spożywczy	grocery (store)	
sklep jubilerski	jewellery store	
film fabularny	feature film	
niepełnosprawny	handicapped, disabled (adj); disabled person (n)	niepełnosprawni - the disabled<br />dla niepełnosprawnych - suitable for the disabled
niedźwiedź polarny	polar bear	
niedźwiedź	bear	Gsg: niedźwiedzia, Npl: niedźwiedzie<br>niedźwiedź brunatny - brown bear
nienawiść	hatred	
mniejszość	minority	
znajomość	acquaintance, familiarity, knowledge	
świadomość	awareness, consciousness	mieć świadomość (+ genitive) - to be aware of...
podświadomość	the subconscious, subconsciousness	
posiadłość	estate, property	
doskonałość	perfection, excellence	
dolegliwość	ailment, affliction	
życzliwość	kindness, benevolence	
uczciwość	honesty, uprightness	
chciwość	greed	
właściwość	property, attribute	
wątpliwość	doubt	to nie ulega wątpliwośći - there is no doubt about it<br />ponad wszelką wątpliwość - beyond all doubt<br>nie mam wątpliwości, że... I have no doubt that...<br>Nie mam co do tego wątpliwości - I have no doubt about it<br />bez wątpienia - without (a) doubt
cierpliwość	patience	nie mieć cierpliwości do (+ genitive) - to have no patience with...<br />Już nie mam cierpliwości do tego auta - I don't have any patience with this car any more
nieruchomość	immobility; property, real estate	
nieskończoność	infinity	w nieskończoność - ad infinitum
lekkomyślność	recklessness	
nieśmiertelność	immortality	
namiętność	passion, infatuation	
umiejętność	skill, ability	
obojętność	indifference	
objętość	volume, capacity	
obecność	presence, attendance	
baczność	attention	baczność! - attention!<br>stać na baczność - to stand at attention<br>mieć się na baczności przed (+ instrumental) - to be on one's guard against...
ludzkość	humanity, mankind	
lekkość	lightness	
pewność	confidence, certainty	pewność siebie - self confidence<br>z całą pewnością - with all certaintly<br>z pewnością - surely, for certain<br>dla pewności - just to be on the safe side
równość	equality	
żywność	food, victuals	
żywioł	element	Gsg: -u<br />być w swoim żywiole - to be in one's element
życiorys	autobiography; curriculum vitae (CV)	Gsg: -u
wieloryb	whale	
wielbłąd	camel	
wielebny	reverend	
biuletyn	bulletin, newsletter	Gsg: -u
diabetyk	diabetic (n)	
diabeł	devil	Gsg: diabła, Dsg: diabłu
Stambuł	Istanbul	Gsg: -u<br />adj: stambulski
bambus	bamboo	Gsg: -a (much less frequently -u)
arbuz	water melon	Gsg: -a
łobuz	scoundrel, hoodlum, lout, rogue	pejorative
obóz	camp	Gsg: obozu<br />obóz pracy - (forced) labour camp<br />obóz dla uchodźców - refugee camp<br />obóz koncentracyjny - concentration camp<br />rozbić obóz - to make camp
obój	oboe	Gsg: oboju
rozbój	robbery, banditry	Gsg: rozboju<br />rozbój w biały dzień - daylight robbery
rozwód	divorce (n)	Gsg: rozwodu<br />dać komuś rozwód - to grant somebody a divorce
rozpad	breakdown, disintegration, decay	Gsg: -u
rozkaz	order, command	Gsg: -u<br />być pod rozkazami (+ genitive) - to serve under...<br />rozkaz! - yes sir!
okaz	specimen; exhibit	Gsg: -u<br />być okazem zdrowia - to be a picture of health
lokal	place, room, flat, premises	Gsg: -u<br>lokal klubowy - clubhouse<br>lokal gastronomiczny - restaurant, pub<br>lokal nocny - night club<br>lokal biurowy - office<br>lokal mieszkalny - living space
lokata	deposit (in bank); investment (of capital); place (sports)	
blokada	blockade	blokada drogi - roadblock<br />ustanawiać blokadę - to blockade
awokado	avocado	
adwokat	lawyer, barrister, solicitor	
adwokatka	lawyer, barrister, solicitor	
arystokratka	aristocrat; nobleman, noblewoman	
arystokrata	aristocrat; nobleman, noblewoman	
architekta	architect	Npl of architekt: architekci<br>architekt wnętrz - interior designer
architekt	architect	Npl of architekt: architekci<br>architekt wnętrz - interior designer
orchidea	orchid	Gsg of storczyk: -a
ochrona	protection; guard	pod ochroną - under protection<br />ochrona przed (+ instrumental) - protection against...<br />ochrona środowiska - environmental protection<br />ochrona przeciwpożarowa - fire protection<br />ochrona zabytków - conservation (of monuments etc)<br />ochrona osobista - personal security<br />pracownik ochrony - security guard
obrona	defence	obrona własna - self-defence<br />stanąć w czyjejś obronie - to stand up for somebody<br />obrona pracy doktorskiej - defence of a doctoral thesis
zbroja	armour (for body)	GDLsg: zbroi, Gpl: zbroi/zbrój, Dpl: zbrojom
aborcja	abortion	dokonać aborcji - to perform an abortion
Turcja	Turkey	
aukcja	auction	
akcja	share (stock); campaign, action; plot	
fikcja	fiction, invention; illusion, delusion, imagination	fikcja literacka - literary fiction<br />ujawnić fikcję - to demystify
lekcja	lesson	lekcja jazdy - driving lesson<br />lekcja gry w tenisa - tennis lesson<br />lekcja języka angielskiego - English lesson<br />po lekcjach - after school<br />prowadzić lekcję - to teach a lesson<br />odrabiać lekcje - to do one's homework
sekcja	section; autopsy (~ zwłok)	sekcja zwłok - autopsy
sankcja	sanction	nakładać sankcje na (+ accusative) - to impose sanctions against...
Wenecja	Venice	adj: wenecki
Grecja	Greece	
Gruzja	Georgia	the country Georgia
Gruzin	Georgian (person)	
Gruzinka	Georgian (person)	
Greczynka	Greek (person)	Npl of Grek: Grecy
Turczynka	Turk (person)	Npl of Turek: Turcy
kurzajka	wart	
Urugwajka	Uruguayan (person)	Npl of Urugwajczyk: Urugwajczycy
Urugwaj	Uruguay	Gsg: -u
Urugwajczyk	Uruguayan (person)	Npl of Urugwajczyk: Urugwajczycy
Kolumbijczyk	Colombian (person)	Npl of Kolumbijczyk: Kolumbijczycy
Kolumbijka	Colombian (person)	Npl of Kolumbijczyk: Kolumbijczycy
Kolumbia	Colombia	Gsg: -ii
kolumna	column, pillar	
kolęda	(Christmas) carol	śpiewanie kolęd - carol singing
kopuła	dome	
kopia	copy; lance	GDLsg: kopii<br />kopia kserograficzna - photocopy
rękopis	manuscript	Gsg: -u
rękojmia	warranty, guarantee, pledge	Gsg: -i
reklama	advertising, advertisement, commercial	
reklamówka	plastic bag, commercial (film)	
klasówka	quiz	
placówka	post, institution; picket, outpost	placówka dyplomatyczna - diplomatic post
siatkówka	volleyball; retina (anat.)	
kartkówka	quiz	
kreskówka	cartoon	
krzyżówka	crossword	rozwiązywać krzyżówkę - to do a crossword
koszykówka	basketball	
strzykawka	syringe	
sprzedawca	salesperson, shop assisant	
pracodawca	employer	
zleceniodawca	person ordering, customer	
suplement diety	dietary supplement	
suplement	supplement	Gsg: -u
komplement	compliment	Gsg: -u<br />prawić komuś komplementy - to pay compliments to somebody
komplet	suite, set; full complement	Gsg: -u<br />komplet wypoczynkowy - living-room suite<br />komplet do kawy - coffee set<br />na sali był komplet widzów - the auditorium was filled to capacity<br />mieć komplet pasażerów - to be fully booked<br />jesteśmy w komplecie - we're all here
komitet	committee	Gsg: -u
kominek	fireplace	Gsg: kominka
upominek	gift, souvenir, present	Gsg: upominku
pomnik	monument	Gsg: -a
Wodnik	Aquarius	być pod znaku Wodnika / być Wodnikiem - to be an Aquarius
rolnik	farmer, agronomist	Npl: rolnicy
rolki	inline skates	plural<br />jazda na rolkach - inline skating
wrotki	roller skates	Nsg: wrotka, Gpl: wrotek<br>jazda na wrotkach - roller-skating
frytki	chips (French fries)	Gsg: frytek
majtki	panties, briefs	plural, Gpl: majtek
manekin	mannequin	Gsg: -a
manewr	manoeuvre	Gsg: -u
makler	broker (stock, ship)	makler giełdowy - stockbroker<br />makler okrętowy - shipbroker
łagier	prison camp, labour camp	Gsg: łagru, Npl: łagry
węgiel	coal, carbon; charcoal	Gsg: węgla<br>węgiel kamienny - hard coal<br>węgiel brunatny - brown coal<br>węgial drzewny - charcoal
Węgier	Hungarian (person)	Npl of Węgier: Węgrzy
Węgierka	Hungarian (person)	Npl of Węgier: Węgrzy
Węgry	Hungary	plural, G: Węgier, D: Węgrom, I: Węgrami, L: Węgrzech<br />na Węgrzech - in Hungary
tygrys	tiger, tigress	
tygrysica	tiger, tigress	
Cyrylica	Cyrillic alphabet	
grzybica	mycosis, athlete foot, ringworm	
grzebień	comb	Gsg: grzebienia
przebieg	course, process, route	Gsg: -u
przywilej	privilege	Gsg: -u
przyimek	preposition (grammar)	Gsg: przyimka
